SKU unidad negocio,Codigo regional,Descripcion,EAN,Proveedor,Equipo,PM asociado,Trazabilidad levantamiento,Etapa
1908045,False,CAJA TE MADERA ENGLISH TEA SHOP 72UN,680275064312,ENGLISH TEA SHOP (UK) LTD,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/ENGLISH TEA SHOP (UK) LTD,No completado - Nuevo
1590224,False,*PACK MIXTO DE POLLO CONG QUIRCH J PACKK,False,QUIRCH FOODS,CARNES,Karen Troncoso,CARNES/QUIRCH FOODS,No completado - Nuevo
1757094,False,*ALITAS SPIDERMAN 3 A 6 AÑOS V19,False,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
1649608,False,*AUTITO COLECCIÓN PULL BACK 5 CM,False,WELLY DIE CASTING INTERNATIONAL LIM,NON FOOD HARD,María José Collado,False,No completado - Nuevo
746069,False,*AUTO CON ROBOT R/CONTROL,False,ECHO TOYS LTD.,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1141442,False,*AUTO FIFTY'S,False,MAY CHEONG TOY PRODUCTS FTY. LTD.,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1478078,False,*BOLSA REUSABLE DISEÑOS,False,SHANGHAI BOSUN SUPPLY CHAIN MANAGEM,NON FOOD,María Paz Ugarte,False,No completado - Nuevo
1756568,False,*BOLSA REUTILIZABLE DE TELA ESTAMPADO,False,"XIAMEN PORTSCHAIN EXPRESS CO., LTD",NON FOOD HARD,Vanessa Navarro,False,No completado - Nuevo
1658916,False,*BOLSO ACHICABLE,False,CIXI ZHONGDING IMPORT AND EXPORT CO,NON FOOD,María Paz Ugarte,NON FOOD/CIXI ZHONGDING IMPORT AND EXPORT CO,No completado - Nuevo
1800274,False,*BOTE PRINCESASV20,False,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
1786703,False,*CANISTER HERBARIO ASSORTED,False,HOPEFUL ENTERPRISE LTD,NON FOOD,Francesca Meriggio,False,No completado - Nuevo
1651283,False,*CARPA PLAYA PLEGABLE,False,*NO USAR*HANGYU TINGSUN LEISURE PRO,NON FOOD,Maria Ines Sandino,False,No completado - Nuevo
1217017,False,*CINTURON UNDERBERG 20X0.02L,False,CITTI MARKTE GMBH & CO KG,FOOD IMPORTADOS,Magdalena Benavente,FOOD IMPORTADOS/CITTI MARKTE GMBH & CO KG,No completado - Nuevo
1241671,False,*CUBREASIENTO AGUA NEGRO ES05,False,*NO USAR SHANGHAI JUNDA AUTO DECORA,NON FOOD,Matías Herrera,False,No completado - Nuevo
1773399,False,*ESPEJO SOBREMESA S MEOW,False,BINBIN ARTS AND CRAFTS COMPANY LIMI,NON FOOD,Bárbara Lazarovich,NON FOOD/BINBIN ARTS AND CRAFTS COMPANY LIMI,No completado - Nuevo
1559157,False,*FIGURA OPTIMUS PRIME 25CM,False,HASBRO INTERNATIONAL TRADING B.V,NON FOOD HARD,María José Collado,NON FOOD HARD/HASBRO INTERNATIONAL TRADING B.V,No completado - Nuevo
1796650,False,*FROZEN 2 PATINES DELUXE,False,PAT AVENUE HK LIMITED,NON FOOD,Sebastián Soler,False,No completado - Nuevo
982341,False,*LANZA BURBUJAS SURTIDO,False,HANG SING,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1817557,False,*LAPICES CON DISEÑO 6 UN GIRL POWER,False,"RICON INTERNATIONAL TRADING CO, LTD",NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1757674,False,*MICKEY ANIVERSARIO PUZZLE 60 PZAS,False,R & A TOYS LIMITED,NON FOOD HARD,María José Collado,NON FOOD HARD/R & A TOYS LIMITED,No completado - Nuevo
750137,False,"*MOCHILA DAILY PACK 17""",False,HANGZHOU FUTE LEATHER CO. LTD.,NON FOOD,Sebastián Soler,False,No completado - Nuevo
1054792,False,*NEUMATICO 185/65 R14,False,GREENER DEVELOPMENT LIMITED,NON FOOD,Matías Herrera,False,No completado - Nuevo
1647997,False,*PALA RECOGUE FECAS PERRO PET`S FUN,False,"NINGBO SINCERE HOLDING GROUP CO,LTD",NON FOOD,Romina Farias,"NON FOOD/NINGBO SINCERE HOLDING GROUP CO,LTD",No completado - Nuevo
1323236,False,*PISTOLA SWAT LUZ Y SONIDO,False,"CHOY HING TOYS INDUSTRIAL CO.,LTD",NON FOOD HARD,María José Collado,False,No completado - Nuevo
1041537,False,*PLAY DOY PLAYSET DINOSAURIOS,False,HASBRO INTERNATIONAL TRADING B.V,NON FOOD HARD,María José Collado,NON FOOD HARD/HASBRO INTERNATIONAL TRADING B.V,No completado - Nuevo
1123975,False,*PLAY SET DINOSAURIO GRANDE,False,HAPPY LINE LIMITED,NON FOOD HARD,María José Collado,NON FOOD HARD/HAPPY LINE LIMITED,No completado - Nuevo
1563062,False,*PORTA CEPILLO CERAMICA BLANCO 003,False,PRO-DESIGN HOMEWARE COMPANY LIMITED,NON FOOD,Mónica García,NON FOOD/PRO-DESIGN HOMEWARE COMPANY LIMITED,No completado - Nuevo
1354542,False,*PULPA PIÑA LIGHT JUMBO 333GR,False,EXOFRUT S.A.,PESCADERÍA Y CONGELADOS,Jeff Gamboa,False,No completado - Nuevo
1549048,False,*SILLON INFLABLE INFANTIL,False,INTEX DEVELOPMENT COMPANY LIMITED,NON FOOD,Sebastián Soler,False,No completado - Nuevo
1434946,False,*SOPA ZANAHORIA-CHEDDAR JUMBO ETN 720 ML,False,FERRER TRADICIONAL SA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,False,No completado - Nuevo
1534121,False,*SWEATER MASC CORAZON CELE S-M PET'S FUN,False,GUANGDONG SHANTOU CHENGHAI RISHEN A,NON FOOD,Romina Farias,False,No completado - Nuevo
927576,False,*TITERE LORO C/GRABACION,False,JURONG KANGNING PLUSH FACTORY CO,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1041790,False,*ZAPATITO DORADO Y ROJO 11 CM,False,EAST ASIA ORNAMENT IND COMPANY LTD,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1406699,False,ACEITERO METAL KREA,False,WORLDFA EXPORTS PVT LTD,NON FOOD,Francesca Meriggio,False,No completado - Nuevo
501890,False,AUTOPISTA MINI CHASE HOT RACING,False,M & C TOY CENTRE LTD,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1128479,False,BOLSA CON 100 PELOTAS,False,GREENEST CORP,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1680584,False,BOLSA JUMBO CARRITO REUTILIZABLE,False,"NINGBO GENERAL UNION CO.,LTD.",BOLSAS REUTILIZABLES,Bernardita Alliende,False,No completado - Nuevo
1628557,HFH6520,CALEFACTOR CERÀMICO NEX HFH6520,False,NINGBO AOTIAN ELECTRICAL APPLIANCES,NON FOOD,Francisco Cordova,False,No completado - Nuevo
1628561,False,CALEFACTOR NEX SMD4400,False,CIXI LIQI ELECTRICAL APPLIANCE CO L,NON FOOD,Francisco Cordova,False,No completado - Nuevo
1685766,False,CARRETES RAFIA COLORES SURTIDO 8UN; 10MT,False,UNCLE BILLÝS LTD.,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1564874,False,CHALECO BASICO BEBA RA/BA,False,"DIAGONAL CONCEPT, S.L.U.",VESTUARIO,Andrea Hrepic,False,No completado - Nuevo
1443910,False,CINTA 3MT 6.2CM COLORES,False,"KING YOUNG ENTERPRISE CO., LTD",NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1761250,False,CONEJO DE PASCUA 33 CM,False,"BEST MADE TOYS INTERNATIONAL, ULC",NON FOOD HARD,María José Collado,"NON FOOD HARD/BEST MADE TOYS INTERNATIONAL, ULC",No completado - Nuevo
1680707,False,COSMETIQ ROSARIO B. DISEÑO ENCAJE CUADR,False,SIMAN TRIO TRADING LLC,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,False,No completado - Nuevo
1740342,False,DINOSAURIO RADIO CONTROL C/LUZ Y SONIDO,False,HAPPY LINE LIMITED,NON FOOD HARD,María José Collado,NON FOOD HARD/HAPPY LINE LIMITED,No completado - Nuevo
1592767,False,DINOSAURIOS 22 PZAS,False,SHING HING PLASTIC MANUFACTURING LI,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1598128,False,FIGURA STAR WARS 80 CM EP. VII PERS.1,False,KRC (HONG KONG) LIMITED,NON FOOD HARD,María José Collado,NON FOOD HARD/KRC (HONG KONG) LIMITED,No completado - Nuevo
1722127,False,FLORERO CUADRADO 10X10X10 TT,False,CANGZHOU CITY CHANGSHENG ARTS AND,NON FOOD,Bárbara Lazarovich,"NON FOOD/CANGZHOU CITY CHANGSHENG ARTS & CRAFTS PRODUCTS CO.,LTD.",No completado - Nuevo
1757153,False,FLOTADOR ASIENTO PELOTA DE FUTBOL V19,False,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
1648874,False,GALLETAS SALADITAS JUMBO 210 GR S,False,ALIMENTOS SUPERIOR AL SUPERIOR S.A,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,False,No completado - Nuevo
1459535,False,INFLADOR MANUAL INTEX,False,INTEX DEVELOPMENT COMPANY LIMITED,NON FOOD,Sebastián Soler,False,No completado - Nuevo
1422171,False,JUGUETE PERRO PDQ COMIDAS HT (PDQ),False,"HANGZHOU TIANYUAN PET PRODUCTS CO.,",NON FOOD,Romina Farias,"NON FOOD/HANGZHOU TIANYUAN PET PRODUCTS CO.,",No completado - Nuevo
1322483,False,LANZA BURBUJAS 120 CC,False,PLACO GLOBAL LTD,NON FOOD HARD,María José Collado,NON FOOD HARD/PLACO GLOBAL LTD,No completado - Nuevo
1817558,False,LAPICES CON DISEÑO 6 UN GIRL POWER 2,False,"RICON INTERNATIONAL TRADING CO, LTD",NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1754574,False,LAPIZ PASTA CON OLOR,False,"ITECH-GIFTS MANUFACTURING CO., LTD",NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1745346,False,LAZOS DE REGALO HOLOGRÁFICOS,False,UNCLE BILLÝS LTD.,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1614206,False,LIBRETA DISEÑO 188 X 250 MM,False,JINYI PAPER PRODUCTS & PRINTING CO,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1372207,False,LIBRETA FLORES ELASTICO 8.8X14,False,JINYI PAPER PRODUCTS & PRINTING CO,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1648209,False,MAGNETICOS 36 PZAS,False,HAPPY LINE LIMITED,NON FOOD HARD,María José Collado,NON FOOD HARD/HAPPY LINE LIMITED,No completado - Nuevo
1766094,False,OI19 CAL PANTUFLA M CHENILLE DDM,False,JOC GREAT WALL CORP.,VESTUARIO,Paula Molina,VESTUARIO/JOC GREAT WALL CORP.,No completado - Nuevo
1679433,False,PACK 2 MEDIAS VALETA KEY ITEM LB38 COLOR,False,STEPS FOOTSOCKS BV,VESTUARIO,Paula Molina,VESTUARIO/STEPS FOOTSOCKS BV,No completado - Nuevo
1713045,False,PDQ CUBIERTOS PLASTICOS,False,NINGBO LISI IMPORT & EXPO.CO.LTD,NON FOOD,Daniela González,False,No completado - Nuevo
1346564,False,PISCINA ACUARIO,False,INTEX DEVELOPMENT COMPANY LIMITED,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1760850,False,PORTA VELA VIDRIO LABRADO HABI 3C OI19,False,QINGDAO FLOWERSEA HOME INTERIOR & G,NON FOOD,Bárbara Lazarovich,False,No completado - Nuevo
1747072,False,SET 48 STICKERS DE PARA MI DUENDE MAGICO,False,GEMMALAND GROUP LTD,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1536435,False,SET C/4 VEHICULOS CITY PARKING,False,"BANA INTERNATIONAL CO., LTD",NON FOOD HARD,María José Collado,"NON FOOD HARD/BANA INTERNATIONAL CO., LTD",No completado - Nuevo
1817554,False,SET DE GOMAS GIRL POWER,False,"RICON INTERNATIONAL TRADING CO, LTD",NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1757178,False,SILLON INFLABLE ARCOIRIS 2 COLORES V19,False,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
1141623,False,POLLO ENTERO CONG AVEX C/M KG,False,AVEX S.A.,CARNES,Karen Troncoso,False,No completado - Nuevo
494227,False,*QUESO BAYERNLAND GOUDA VC KG,False,BAYERNLAND,LÁCTEOS,Frances Cuneo,False,No completado - Nuevo
1056481,False,*CAJA ORG DISEÑO 30X40X25,False,"AUTHEN HOUSEWARE CO.,LTD",NON FOOD,María Paz Ugarte,False,No completado - Nuevo
1395535,False,*COSTILLAR AMERICANO PORCIONADO KG,False,*NO USAR JBS USA LLC (swift pork),CARNES,Camila Rivadeneira,False,No completado - Nuevo
1746653,False,*HOJA CHOCOLATE DECO OETKER 60G,False,CITTI MARKTE GMBH & CO KG,FOOD IMPORTADOS,Adriana Hernández,FOOD IMPORTADOS/CITTI MARKTE GMBH & CO KG,No completado - Nuevo
1052667,False,*LEON TELA C/LENTEJUELAS 7.5 CM,False,THE GREAT INDOORS SHENZHEN ENTERPRI,NON FOOD,Jacinta Vicuña,NON FOOD/THE GREAT INDOORS SHENZHEN ENTERPRI,No completado - Nuevo
1557680,False,*LONAS VIOLETTA MORADAŠŠŠŠ ŠŠŠŠŠŠŠ,False,COMERCIAL DEXIM SPA.,VESTUARIO,Maria Ignacia Pinto,False,No completado - Nuevo
948780,False,*MACETA C/RATAN BLANCA MED 23X23X24,False,TDS COMPANY LTD,NON FOOD,Maria Ines Sandino,False,No completado - Nuevo
1653681,False,*PANCHA MILITAR,False,SICCO TRADING INTERNATIONAL LLC,VESTUARIO,Maria Ignacia Pinto,False,No completado - Nuevo
1645535,False,*PROYECTOR MINI MP 50 URBANO,False,"URBANO DESIGN (HONGKONG) CO.,LIMITE",NON FOOD,Constanza Iglesias,False,No completado - Nuevo
1559131,False,ALCANCIA CERAMICA CARRITO BOMBA,False,E-LIFE INDUSTRY DEVELOPMENT CO.LTD,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1561804,False,ARMA Y COLOREA PLAY DOH,False,BALOO HONG  KONG LIMITED,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1758754,False,BANDEJA 43CM 100% MELA FARMHOUSE OI19,False,"TAR HONG MELAMINE USA, INC",NON FOOD,Daniela González,"NON FOOD/TAR HONG MELAMINE USA, INC",No completado - Nuevo
1554583,False,BOLSO MUJER DENIM VM,False,NEWZEALAND STANDARD INDUSTRY LTD,VESTUARIO,Maria Ignacia Pinto,False,No completado - Nuevo
1592663,False,CANASTO FRUTAS 23 PZAS,False,HAPPY LINE LIMITED,NON FOOD HARD,María José Collado,NON FOOD HARD/HAPPY LINE LIMITED,No completado - Nuevo
1558793,False,LIBRETA TRAVEL 8.8 X 14,False,JINYI PAPER PRODUCTS & PRINTING CO,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1503547,False,MAQUINA HELADO-YOGURTERA NEX FFM3400,False,"TOMSON INDUSTRIAL CO., LTD.",NON FOOD,Matías Herrera,False,No completado - Nuevo
1829984,False,MOZARELLA DI BUF.OVOL. PLANETA RICA200G,False,BOUBALOS S.A.S,LÁCTEOS,Frances Cuneo,LÁCTEOS/BOUBALOS S.A.S,No completado - Nuevo
1767150,False,PLACA MADERA PARED,False,GRAND ART ENTERPRISES LIMITED,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1891439,DB0071OI22-06,SET DE 4 CANAST ALTOS PP FIBRA TONOS 01,False,QINGDAO UPASCEND INTERNATIONAL,NON FOOD,Bárbara Lazarovich,False,No completado - Nuevo
1842936,OB2038AA99-021-35S,SET PAPELEROS ABIERTO ASAS 3C 2.2 AA,False,GUANGDONG HAIXING PLASTIC AND RUBBE,NON FOOD,María Paz Ugarte,False,No completado - Nuevo
1562123,False,SET PRE ESCOLAR CLUB MAXX ANIMALES,False,LIFE SOURCING CO.LTD.,NON FOOD HARD,Vanessa Navarro,False,No completado - Nuevo
1560799,False,SET3 MACETAS CERAMICA LINEAS AZUL C/BLAN,False,TDS COMPANY LTD,NON FOOD,Maria Ines Sandino,False,No completado - Nuevo
1771258,False,TEA POT,False,TAMARRON INTERNATIONAL LIMITED,NON FOOD,Daniela González,False,No completado - Nuevo
1820144,HCP2019WF,ESTUFA CONVEC 2000W WIF IPX24 HCP2019NEX,False,CIXI XINLUN ELECTRICAL APPLIANCE CO,NON FOOD,Francisco Cordova,False,No completado - Nuevo
1558661,False,*ACEITERO -VINAGRERO 150 ML,False,NO USAR QINGDAO KANGTAIDE INTERNATI,NON FOOD,Francesca Meriggio,False,No completado - Nuevo
1806066,False,*ALCANCIA PANDA,False,J. E. SCHUM (ASIA) LIMITED,NON FOOD,María Paz Ugarte,False,No completado - Nuevo
1723039,False,*BOLSA REUTILISABLE DUENDE ROJO,False,GEMMALAND GROUP LTD,NON FOOD HARD,Vanessa Navarro,False,No completado - Nuevo
1046006,False,*CHAQUETA MUJER GORRO,False,"SUNFLOWER TIANJIN CO., LIMITED",VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1441233,False,*GALLETAS SALADITAS JUMBO 210 GR,False,ALIMENTOS SUPERIOR AL SUPERIOR S.A,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,False,No completado - Nuevo
1551095,False,*HERMETICO RECTANGULAR 500ML,False,CHINA EAGLE INTERNATIONAL LOGISTICS,NON FOOD,Francesca Meriggio,False,No completado - Nuevo
1590310,False,*HERMETICO SANDWICH,False,GUANGDONG HAIXING PLASTIC AND RUBBE,NON FOOD,Francesca Meriggio,False,No completado - Nuevo
1643699,False,*JARRO REFRI 500ML CON TAPA.,False,*NO USAR SHENZHEN OCT GLASSWARE IND,NON FOOD,Francesca Meriggio,False,No completado - Nuevo
1210753,False,*MALETA MONACO EXP 64 CM,False,TIANJIN TEXTILE GROUP IMPORT,NON FOOD,María Paz Ugarte,False,No completado - Nuevo
1463578,False,*MARSHMALLOWS JUMBO MINI 298GR,False,KB INTERNATIONAL TRADING CORP,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/KB INTERNATIONAL TRADING CORP,No completado - Nuevo
1529134,False,*PACK PAPAS FRITAS ORIGINALES JUMBO 300G,False,ADEL CORP,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/ADEL CORP,No completado - Nuevo
1577136,False,*PELOTA PARA AGUA,False,SHEN HUA INTERNATIONAL LIMITED,NON FOOD HARD,María José Collado,NON FOOD HARD/SHEN HUA INTERNATIONAL LTD,No completado - Nuevo
1139990,False,*RELOJ FUN TIME,False,LUEN FAT METAL & PLASTIC MFY CO. LT,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1123596,False,*SARDINA JUMBO SALSA TOMATE 425 GR,False,PAMPA BEVERAGES LLC.,PESCADERÍA Y CONGELADOS,Jeff Gamboa,False,No completado - Nuevo
1680491,False,*SOBRE CON BROCHE,False,REGENCY INTERNATIONAL MARKETING COR,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1705259,False,*V18-PISCINA DE PEZ 1.07X1.04X71CM,False,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
933908,False,*VESTIDO NIÑA FOLK,False,*NO USAR NO USAR*SHANGHAI SHENJI IN,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1761673,False,1/4 PALLET PDQ CONT CEREAL+YOGURT OI19,False,"NINGBO HOZ TRADING CO.,LTD",NON FOOD,Francesca Meriggio,"NON FOOD/NINGBO HOZ TRADING CO.,LTD",No completado - Nuevo
1683072,False,BALDE PLAST COLOR 12L C/ASA PV18,False,NINGBO LISI IMPORT & EXPO.CO.LTD,NON FOOD,María Paz Ugarte,False,No completado - Nuevo
1086649,False,CARAMELERO 1750ML,False,SINOGLASS HOUSEWARES CO. LTD..,NON FOOD,Francesca Meriggio,False,No completado - Nuevo
1760819,False,DECORACION PEDESTAL HABITAT OI19,False,BINBIN ARTS AND CRAFTS COMPANY LIMI,NON FOOD,Bárbara Lazarovich,NON FOOD/BINBIN ARTS AND CRAFTS COMPANY LIMI,No completado - Nuevo
1761671,False,DISP CONTENEDOR RECT CUBIERTOS BTS OI19,False,NINGBO LISI IMPORT & EXPO.CO.LTD,NON FOOD,Francesca Meriggio,False,No completado - Nuevo
1094536,False,DOÑA ISABEL RAV.RIC/QUESO/ESPIN,False,VILLA D AGRI SRL,PASTELERÍA Y PP,Yubitza Ruiz,False,No completado - Nuevo
1094540,False,DOÑA ISABEL TALLARIN AL HUEVO,False,VILLA D AGRI SRL,PASTELERÍA Y PP,Yubitza Ruiz,False,No completado - Nuevo
1766741,False,GALLETAS SALADITAS CUISINE&CO 70G,False,ALIMENTOS SUPERIOR AL SUPERIOR S.A,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,False,No completado - Nuevo
1648876,False,GALLETAS SALADITAS SANTA ISABEL 70GR S,False,ALIMENTOS SUPERIOR AL SUPERIOR S.A,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,False,No completado - Nuevo
1667155,False,GLITTER GLUE 5 COLORES,False,SHEN HUA INTERNATIONAL LIMITED,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1682002,False,HERMETICO BASICO RECTANGULAR 1.0L ST,False,"ZHEJIANG SHENGLI PLASTIC CO., LTD",NON FOOD,Francesca Meriggio,False,No completado - Nuevo
1422168,False,JUGUETE PERRO GOMA PELOTA HT,False,"HANGZHOU TIANYUAN PET PRODUCTS CO.,",NON FOOD,Romina Farias,"NON FOOD/HANGZHOU TIANYUAN PET PRODUCTS CO.,",No completado - Nuevo
1647828,False,JUGUETE PERRO SONORO 30CM PETS FUN,False,"NINGBO SINCERE HOLDING GROUP CO,LTD",NON FOOD,Romina Farias,"NON FOOD/NINGBO SINCERE HOLDING GROUP CO,LTD",No completado - Nuevo
1558790,False,LIBRETA ELASTICO CELESTE 13.8X20,False,JINYI PAPER PRODUCTS & PRINTING CO,NON FOOD,Jacinta Vicuña,False,No completado - Nuevo
1546048,False,MI PRIMER AUTO C/LUCES Y SONIDO,False,HARVEST UNIVERSAL CO LTD,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1545204,False,MUÑECA BEBE SUAVE C/CASCABEL 30 CM,False,GI-GO,NON FOOD HARD,María José Collado,NON FOOD HARD/GI-GO TOYS FACTORY LIMITED,No completado - Nuevo
1604135,False,PASTA EXPRESS CARNE SANTA ISABEL 108 GR,False,CORPORACION DINANT SA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,False,No completado - Nuevo
1757157,False,PELOTA INFLABLE SPIDERMAN V19,False,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
1680733,False,POST IT,False,SHEN HUA INTERNATIONAL LIMITED,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1797614,False,S PISCINA RIGIDA ANIMALES 1.22X25CMV20,False,BESTWAY (HONK KONG) INTERNATIONAL,NON FOOD HARD,María José Collado,NON FOOD HARD/BESTWAY (HONK KONG) INTERNATIONAL,No completado - Nuevo
544424,False,"SET PRACTICA TENIS ""ROTOR""",False,"OUTDOOR PLAY CO., LTD.",NON FOOD,Sebastián Soler,False,No completado - Nuevo
621730,False,*BOLSA BASURA JUMBO 80X110 ROLLO,False,VIRUTEX ILKO SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/VIRUTEX ILKO S.A,No completado - Nuevo
1555825,False,*BOLSA DE BASURA 70 X90 SANTA ISABEL,False,VIRUTEX ILKO SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/VIRUTEX ILKO S.A,No completado - Nuevo
1631125,False,*MAGDALENA VAINILLA JUMBO 300GR,False,PRODUCTOS PULMAHUE SPA,PASTELERÍA Y PP,María Isabel Leon,False,No completado - Nuevo
1739845,False,CHORITOS CONGELADOS 300 GR JUMBO,False,ORIZON S.A.,MMPP PERECIBLE Y NO PERECIBLE,Johanna Artigas,MMPP PERECIBLE Y NO PERECIBLE/ORIZON S.A.,No completado - Nuevo
1617379,False,DETERGENTE LAMINAS HOME CARE 12 UN,False,COMERCIALIZADORA SAN FRANCIS SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,False,No completado - Nuevo
1071563,False,*ALIMENTO MAXIMA PERRO 10KG,False,EXTRUDER S.A.,NON FOOD,Romina Farias,False,No completado - Nuevo
1434870,False,*SALMON AHUMADO CUISINE&CO GOURMET 200 G,False,COM. Y PESQUERA SOUTH WIND S.A,MMPP PERECIBLE Y NO PERECIBLE,Johanna Artigas,MMPP PERECIBLE Y NO PERECIBLE/COM. Y PESQUERA SOUTH WIND S.A,No completado - Nuevo
1658204,False,BEBIDA LIMA-LIMON 0.5L SAMPLING,False,EMBOTELLADORA DOS BANDERAS SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/EMBOTELLADORA DOS BANDERAS SPA,No completado - Nuevo
499310,False,*BEBIDA KONTIKI 3LT DESECH COLA,False,ABASTECEDORA DEL COMERCIO SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,False,No completado - Nuevo
1474099,False,*BOLSA BASURA JUMBO 110X120 OXO BIO 5UN,False,VIRUTEX ILKO SPA,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/VIRUTEX ILKO S.A,No completado - Nuevo
255221,False,*BROCOLI JUMBO CONG BOLSA 500GR,False,AGROSUPER COM. DE ALIMENTOS LTDA.,PESCADERÍA Y CONGELADOS,Jeff Gamboa,PESCADERÍA Y CONGELADOS/AGROSUPER COM. DE ALIMENTOS LTDA.,No completado - Nuevo
1750091,False,*CORDERO ESTOFADO CONG ENV SISA,False,PRODEA S A,CARNES,Camila Rivadeneira,CARNES/PRODEA S A,No completado - Nuevo
1580963,False,*EMPANADA QUESO SANTA ISABEL 504G,False,ALIMENTOS FRIOS Y DELICIOSOS S A,PESCADERÍA Y CONGELADOS,Jeff Gamboa,False,No completado - Nuevo
1222059,False,*GALLETAS DE SODA LIGHT JUMBO 200 GRS,False,EMBOTELLADORAS CHILENAS UNIDAS S.A,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,False,No completado - Nuevo
526605,False,*LAVALOZAS JUMBO 1500CC,False,DIFEM LABORATORIOS S A,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/DIFEM LABORATORIOS S A,No completado - Nuevo
977998,False,*MACHAS JUMBO AL NATURAL 210 GR DR,False,CONSERVAS Y CONGELADOS DE PTO MONTT,MMPP PERECIBLE Y NO PERECIBLE,Stephanie Lovisolo,MMPP PERECIBLE Y NO PERECIBLE/CONSERVAS Y CONGELADOS DE PTO MONTT,No completado - Nuevo
